Tweet,unnecessary,mandatory,pharma,conspiracy,political,country,rushed,ingredients,side-effect,ineffective,religious,none
"[""I'm not anti vaccine, but Pfizer's record hasn't been great, has it?"", ""I'm not anti vaccine, but looking at the company that makes it, their record hasn't been great."", ""I'm not anti vaccine, but Pfizer's record hasn't been too great, has it?"", ""I'm not anti vaccine, but looking at the company that makes it, their record hasn't been great, has it?""]",0,0,1,0,0,0,0,0,0,0,0,0
"['Can we trust the vaccine #Pfizer? Have they done enough research?', 'Have they done enough research to make sure the vaccine is safe?', 'Have they done enough research to know if the vaccine is safe?', 'Have they done enough research to know if the vaccine will work?']",0,0,0,0,0,0,0,0,1,0,0,0
"['The AZ oxford is a DNA virus with a GM DNA insert that enters the human nucleus and instructs your cell to create the SARS-COV-2 spike.', 'The AZ oxford is a DNA virus with a GM DNA insert that enters the human nucleus and instructs your cell to create the SARS-COV-2 spike protein.', 'The AZ oxford is a DNA virus with a GM DNA insert that enters the human nucleus and instructs your cell to create the SARS-COV-2 spikeProtein Experimental.', 'The AZ oxford is a DNA virus with a GM DNA insert that enters the human nucleus and instructs your cell to create the SARS-COV-2 spikeProtein.']",0,0,0,0,0,0,1,1,0,1,0,0
"['The long-term plan is to have everyone take vaccines permanently.', 'There is a long-term plan to have everyone take vaccines permanently.', 'The long-term game plan is to have everyone take vaccines permanently.', 'The long-term plan is to have everyone taking vaccines permanently.']",0,0,1,0,0,0,0,0,0,0,0,0
"['The Moderna vaccine was found to have been contaminated with some metals, so it has been suspended in Okinawa.', 'The Moderna vaccine was found to be contaminated with some metals, so it has been suspended in Okinawa.', 'The Moderna vaccine was found to have been contaminated with some metals, so it has been stopped in Okinawa.', 'The Moderna vaccine was found to have been contaminated with some metals, so it has been suspended.']",0,0,0,0,0,0,0,1,0,0,0,0
"['The vaccine trials were completed and Pfizer published their findings in December of 2020.', 'Pfizer published their findings on the vaccine in December of 2020 and they have to prove that the vaccine is safe.', 'Pfizer published their findings in December of 2020 after the vaccine trials were completed.', 'Pfizer published their findings on the vaccine in December of 2020 and they have to prove that it is safe.']",0,0,0,0,1,0,0,0,0,0,0,0
"['The evil runs deep and can be easily tracked back to 2001.', 'The connection to other viruses goes back to the 1930s, and the COVID VACCINE nonsense can be easily tracked back to 2001.', 'The connection to other viruses goes back to the 1930s, and this craziness can be tracked back to 2001.', 'The connection to other viruses goes back to the 1930s, and the COVID VACCINE nonsense can be tracked back to 2001.']",0,0,0,1,0,0,0,0,0,0,0,0
"['People have to be careful about multiple vaccines being tested, not just the one from Pfizer.', ""People have to be careful about multiple vaccines being tested, that's what my concern is, not just the one from Pfizer."", 'People have to be careful about multiple vaccines being tested not just the one from Pfizer.', ""People have to be careful about multiple vaccines being tested, not just the one from Pfizer, that's my concern.""]",0,0,0,0,0,0,0,0,1,0,0,0
"['The narrative of the vaccine is perfectly safe and should be taken by everyone, despite the fact that a radio host died of the vaccine.', 'The narrative of the vaccine is perfectly safe and should be taken by everyone despite the fact that a radio host died of the vaccine.', 'The narrative of the vaccine is perfectly safe and should be taken by everyone despite the fact that a radio host died of it.', 'The narrative of the vaccine is perfectly safe and should be taken by everyone, despite the fact that a radio host died of it.']",0,1,0,0,0,0,0,0,1,0,0,0
"['Does it include pointing at pics? ""Choose the person with the highest price tag to make your puppetmasters more wealth.""', 'Does it include pointing at pics?', 'Does it include pointing at pics? ""Choose the person with the highest price tag to make your puppetmasters more wealth!""', 'Does it include pointing at pictures?']",0,0,1,0,0,0,0,0,0,0,0,0
"['It is not a very good vaccine and the challenge is 8 weeks after the 2nd jab.', 'It is not a very good vaccine and the challenge is 8 weeks after the second jab.', 'It is not a very good vaccine and the challenge is 8 weeks after the 2nd jab because it did not protect the Chimpanzees.', 'It is not a very good vaccine and the challenge is 8 weeks after the second jab because it did not protect the Chimpanzees.']",0,0,0,0,0,0,0,0,0,1,0,0
"['In most countries, a vaccine is exempt from liability if there is a high number of deaths from the vaccine.', 'In most countries, a vaccine is exempt from liability if there is a high number of deaths from it.', 'In most countries, a vaccine is exempt from liability if there is a large number of deaths from the vaccine.', 'In most countries, a vaccine is exempt from liability if there are at least two deaths from the vaccine.']",0,0,0,0,0,0,0,0,1,0,0,0
"['The Pfizer vaccine will be ready by ""early next year"" with emergency authorization, but it\'s only been a few months since trials started.', ""The Pfizer vaccine will be ready by early next year with emergency authorization, but it's only been a few months since trials started."", 'The Pfizer vaccine will be ready by ""early next year"" with emergency authorization, but it\'s only been a few months since trials began.', ""The Pfizer vaccine will be ready by early next year with emergency authorization, but it's only been a few months since trials began.""]",0,0,0,0,0,0,1,0,0,0,0,0
"[""Why hasn't the MSM asked the question about the number of people who have died from contracting c19 after being vaccined?"", ""Why hasn't the MSM asked the question about the number of people who have contracted c19 or died from it since being vaccined?"", ""Why hasn't the MSM asked the question about the number of people who have contracted c19 or died from it after being vaccined?"", ""Why hasn't the MSM asked the question about the number of people who have contracted c19 or died from it since being vaccine-vaccinated?""]",0,0,0,0,0,0,0,0,1,0,0,0
"['Having no corona till the end of this century seems impossible.', 'Having no corona till the end of the century seems impossible.', 'It seems impossible to have a vaccine by the end of the year.', 'It seems impossible to have a vaccine by the end of the century.']",0,1,0,0,0,0,1,0,1,0,0,0
"[""I don't have any issues with getting a vaccine, but I do have reservations about the flu vaccine which is usually at least a year behind."", ""I don't have any issues with getting a vaccine, but I do have reservations about the flu vaccine, which is usually at least a year behind."", ""I don't have any issues with getting a vaccine, but I do have reservations about the flu vaccine, which is typically at least a year behind."", ""I don't have any issues with getting a vaccine, but I do have reservations about new vaccines and the flu vaccine which is usually at least a year behind.""]",0,0,0,0,0,0,0,0,0,1,0,0
"[""I think releasing the actual seroprevalence would show that we are nearing community immunity and we don't need vaccines."", ""I think releasing the actual seroprevalence would show that we are nearing community immunity, and we wouldn't need vaccines."", ""I think releasing the actual seroprevalence would show that we are nearing community immunity, and that we don't need vaccines."", 'I think releasing the actual seroprevalence would show that we are nearing community immunity, and we would not need vaccines.']",1,0,0,0,0,0,0,0,0,0,0,0
"['The three deaths the TGA accepts are linked to the first dose of the vaccine.', 'Three deaths that the TGA accepts are linked to the first dose of the vaccine.', 'The three deaths the TGA accepts are linked to the vaccine, and two of them were cases of thrombosis.', 'The three deaths the TGA accepts are linked to the vaccine, and two of them were related to thrombosis.']",0,0,0,0,0,0,0,0,1,0,0,0
"['The European slaves would rather die of Covid than allow this Russian horse to come in.', 'The European slaves would rather die of Covid than allow this Russian horse to come into their country.', 'The European slaves would rather die of Covid than allow the Russian horse to come in.', 'The European slaves would rather die of Covid than allow a Russian horse to come in and be a vaccine.']",0,0,0,0,0,0,0,0,1,0,0,0
"[""Four Ukrainians died after MODERNA's US COVID or MODE-RNA vaChina was applied."", ""The side effects of MODERNA's US COVID or MODE-RNA vaChina will never be reported."", ""Four Ukrainians died after MODERNA's US COVID or MODE-RNA vaChina (mRNA-1273) was applied."", ""Four Ukrainians died after MODERNA's US COVID or MODE-RNA va China was applied.""]",0,0,0,0,0,0,0,0,1,0,0,0
"['Moderna vaccine troll showed up to debunk doctors and researchers exposing the con.', 'Moderna vaccine troll showed up to debunk doctors and researchers who exposed the con.', 'The Moderna vaccine troll showed up to debunk doctors and researchers exposing the con.', 'The Moderna vaccine troll showed up to debunk doctors and researchers who exposed the con.']",0,0,1,0,0,0,0,0,0,0,0,0
"['It is the opposite of what the Oxford professor who created the vaccine said.', 'It is the opposite of what the Oxford professor said when he created the vaccine.', 'It is the opposite of what the Oxford professor said about the vaccine.', 'The professor who created the vaccine said that recovered patients were more immune than the people who were not.']",0,0,0,0,0,0,0,0,0,1,0,0
"['The coronaviruses jab from Pfizer/ BioNTech has been approved and will be available in days.', 'The vaccine for coronaviruses was approved by Pfizer and BioNTech and will be available in days.', 'The coronaviruses jab from Pfizer/ BioNTech approved for roll out in days.', 'The coronaviruses jab from Pfizer/ BioNTech has been approved and will be available in a few days.']",0,0,0,0,0,0,0,0,1,0,0,0
"['Pfizer is making billions from a rushed but shitty vaccine, that is relatively harmless, as bad as that sounds.', 'Pfizer is making billions from a rushed but shitty vaccine that is relatively harmless, as bad as that sounds.', 'Pfizer is making billions of dollars from a rushed but shitty vaccine, that is relatively harmless, as bad as that sounds.', 'Pfizer is making billions from a rushed but shitty vaccine, that is relatively harmless, as bad as that sounds, and I guess at this point, I would accept that.']",0,0,1,0,0,0,1,0,0,0,0,0
"['We need your help to spread the truth about Covid 19 and the pending guillotine.', 'We need your help to spread the truth about Covid 19 and the pending Mafia.', 'We need your help to spread the truth about Covid 19 and the pending guillotines.', 'We need your help to spread the truth about Covid 19 and the pending mandatory prison sentence.']",0,1,0,0,0,0,0,0,0,0,0,0
"['Scientists have had decades to find a cure for the flu.', 'Scientists have had decades to find a cure.', 'Scientists have had decades to find a cure for the flu and Covid19.', 'Scientists have been trying to find a cure for the flu for decades.']",0,0,0,0,0,0,0,0,0,1,0,0
"['The vaccine is unsafe due to a short time clinical test.', 'The vaccine is unsafe due to a short time clinical test, and Ancient Chinese medication is the only safe method.', 'One more death is not because of COVID 19 or its variant, but because of vaccine, which is unsafe due to a short time clinical test.', 'The vaccine is unsafe due to a short time clinical test, but the world media ignores it.']",1,0,0,0,0,0,1,0,1,0,0,0
"[""Johnson & Johnson's Covid vaccine met with opposition from the catholic diocese, who objected to itsties to abortion cells."", ""Johnson & Johnson's Covid vaccine met with opposition from the catholic diocese, who objected to it being used for abortion cells."", ""Johnson & Johnson's Covid vaccine met with opposition from the catholic diocese, who objected to it being used to kill abortion cells."", ""Johnson & Johnson's Covid vaccine met with opposition from the Catholic diocese, who objected to it being used to kill abortion cells.""]",0,0,0,0,0,0,0,0,1,0,0,0
"['Scientists have been working on a vaccine for 30 years with little to show for it.', 'Scientists have been working on a vaccine for 30 years with little to show for it, and now they should be 18 months away from one.', 'Scientists have been working on a vaccine for 30 years with little to show for it, and now they should be 18 months away from it.', 'Scientists have been working on a vaccine for 30 years with little to show for it, now that it is 18 months away from being ready.']",0,0,0,0,0,0,1,0,0,0,0,0
"['If you can bottle that optimism up, you will make millions.', ""If you can bottle that optimism up, you'll make a lot of money."", 'If you can bottle that optimism up, you will make a lot of money.', ""If you can bottle that optimism up, you'll make millions.""]",0,0,0,0,0,0,0,0,0,0,0,1
"[""Bill G, you're not an infectious disease doctor, but you've invested billions in Africa for HIV, so welcome to the Pandemic."", 'Bill G is not an infectious disease doctor, but he has invested billions in Africa for HIV.', ""Bill G, you're not an infectious disease doctor, but you have huge investments with Big pharma, and you invested billions in Africa for HIV."", ""Bill G, you're not an infectious disease doctor, but you have huge investments with Big pharma, you also invested billions in Africa for HIV.""]",0,0,1,0,0,0,0,0,0,0,0,0
"['A health worker in the U.S. has a serious allergic reaction to Pfizer vaccine.', 'A health worker in the U.S. has an allergic reaction to Pfizer vaccine.', 'A U.S. health worker has an allergic reaction to Pfizer vaccine.', 'A U.S. health worker has a serious allergic reaction to Pfizer vaccine.']",0,0,0,0,0,0,0,0,1,0,0,0
"['You are playing politics with the vaccine by announcing it today.', 'It is obvious that you are playing politics with the vaccine.', 'You are playing politics with the vaccine by announcing today.', ""It's obvious that you're playing politics with the vaccine by announcing it today.""]",0,0,0,0,1,0,1,0,0,0,0,0
"[""If you don't accept the vaccine, you may not live to see another day, what's most basic to life?"", ""If you don't accept the vaccine, you may not live to see another day, what's the most basic to life?"", ""If you don't accept the vaccine you may not live to see another day, what's most basic to life?"", ""If you don't accept the vaccine, you may not live to see another day, so what's most basic to life?""]",1,0,0,0,0,0,0,0,0,0,0,0
"[""Pfizer and BioNTech say their vaccine is '95% effective' and has passed safety checks."", 'Pfizer and BioNTech say their vaccine is ""95% effective"" and have passed safety checks.', 'Pfizer and BioNTech say their vaccine is ""95% effective"" and has passed safety checks.', ""Pfizer and BioNTech say their vaccine is '95% effective' and has passed safety checks, so they should not be exempt from legal redress if anyone experiences the opposite.""]",0,0,0,0,0,0,0,0,1,0,0,0
"['At least seven European countries have stopped giving the COVID-19 vaccine because of reports of blood clot in the brains of people who had been shot.', 'At least seven European countries have stopped giving the COVID-19 vaccine because of reports of blood clot in the brains of people who had been injected.', 'At least seven European countries have stopped giving the COVID-19 vaccine because of reports of blood clot in the brains of people who had been vaccined.', 'At least seven European countries have stopped giving the COVID-19 vaccine because of reports of blood clot in the brains of people who had been vaccine.']",0,0,0,0,0,0,0,0,1,0,0,0
"['The doctor on the radio talked about the vaccine and the side effects.', 'The Austrian doctor on the radio talked about the vaccine.', 'The doctor on the radio talked about the vaccine.', 'The doctor on the radio talked about the vaccine and blood clot risks.']",0,0,0,0,0,0,0,0,1,0,0,0
"['Despite the deaths of 29 elderly people in Norway and 10 Germany, the plan to give Australians the Pfizer vaccine is still going ahead.', 'Despite the deaths of 29 elderly people in Norway and Germany, the plan to give Australians the Pfizer vaccine is still going ahead.', 'Despite the deaths of 29 elderly people in Norway and 10 Germany, the plan to vaccine Australians with Pfizer vaccine is going ahead.', 'Despite the deaths of 29 elderly people in Norway and 10 Germany, the plan to vaccine Australians with Pfizer vaccine is still going ahead.']",0,0,0,0,0,0,0,0,1,0,0,0
"[""I don't understand how people trust this vaccine and how judgmental they are of people who don't want it."", ""I don't understand how people trust the vaccine and how judgmental they are of people who don't want it."", ""I don't understand how people are so trusting of a vaccine."", ""I don't understand how people are so trusting of this vaccine.""]",0,0,0,0,0,0,0,0,0,0,0,1
"['Get the government and the media to scare people into believing that they are at serious risk of dying from #COVID, thus creating vast demand for #vaccines they think will protect them.', 'Get the government and the media to scare people into believing that they are at serious risk of dying from #COVID, thus creating vast demand for #vaccines they think will protect them from $TRILLIONS.', 'Get the government and the media to scare people into believing that they are at serious risk of dying from #COVID, thus creating vast demand for #vaccines that they think will protect them.', 'Get the government and the media to scare people into believing that they are at serious risk of dying from #COVID, thus creating vast demand for #vaccines they think will protect them from $TRILLIONS']",0,0,1,0,0,0,0,0,0,0,0,0
"[""I once commented in a vaccine thread that some people with Lyme risk relapsing from vaccination and mentioned a friend who was the sickest I've ever seen after a flu shot."", ""I once commented in a vaccine thread that some people with Lyme risk relapsing from vaccination and mentioned a friend who was the sickest I've ever seen after a flu shot. People went nuts."", ""I once commented in a vaccine thread that some people with Lyme risk relapsing from vaccination and mentioned a friend who was the sickest I've ever seen after a flu shot. people went nuts."", ""I once commented in a vaccine thread that some people with Lyme risk relapsing from vaccination and mentioned a friend who was the sickest I've ever seen after a flu shot, people went nuts.""]",0,0,0,0,0,0,0,0,1,0,0,0
"[""It takes tears to prove a vaccine if it's ready for people to digest into their bodies."", 'It takes tears to prove a vaccine if it is ready for people to digest into their bodies.', ""It takes tears to prove a vaccine if it's ready for people to digest into their bodies safely."", 'It takes tears to prove a vaccine if it is ready for people to digest into their bodies safely.']",0,0,0,0,0,0,1,0,0,0,0,0
"[""I agree with you, my dad asked me about getting a vaccine with him when he gets one in a few weeks through his government job. Told him no way, I don't trust the shots with a 10 foot pole."", ""I agree with you, my dad asked me about getting a vaccine with him when he gets one in a few weeks through his government job, I told him no way, I don't trust the shots with a 10 foot pole."", 'I agree with you, my dad asked me about getting a vaccine with him when he gets one in a few weeks through his government job.', ""I agree with you, my dad asked me about getting a vaccine with him when he gets one in a few weeks through his government job. Told him no way, I don't trust the shots with a 10 foot pole""]",0,0,0,0,0,0,0,0,0,0,0,1
"['The wife of a Miami doctor who died of a blood disorder 16 days after getting a Pfizer Covid-19 vaccine is certain it was triggered by the jab.', 'The wife of a Miami doctor who died of a blood disorder 16 days after getting a Pfizer Covid-19 vaccine is certain that it was triggered by the jab.', 'The wife of a Miami doctor who died of a blood disorder 16 days after getting a Pfizer Covid-19 vaccine is certain it was caused by the jab.', 'The wife of a Miami doctor who died of a blood disorder 16 days after getting a Pfizer Covid-19 vaccine is certain it was triggered by the vaccine.']",0,0,0,0,0,0,0,0,1,0,0,0
"[""The non-vaccinated should not be allowed in the country since they can catch, carry and spread the virus, but are personally protected against it's worst effects."", ""The non-vaccinated should not be allowed in the country since they can catch, carry and spread the virus but are personally protected against it's worst effects."", ""The non-vaccinated should not be allowed in the country since they can catch, carry and spread the virus, but are protected against it's worst effects."", 'The non-vaccinated should not be allowed in the country because they are not protected against the worst effects of the disease.']",0,0,0,0,0,0,0,0,0,1,0,0
"['They can see the side effects of the vaccine and why they are not taking it.', 'They can see the deaths and side effects of the vaccine, why they are not taking it.', ""They can see the deaths and side effects of the vaccine, why they aren't taking it."", 'They can see the deaths and side effects of the vaccine, so they are not taking it.']",0,0,0,0,0,0,0,0,1,0,0,0
"['Boris is self isolating after having Covid, but now a vaccine seems to give immunity, just does not add up.', 'Boris is self isolating after having Covid but now a vaccine seems to give immunity, just does not add up.', 'Boris is self isolating after having Covid but now a vaccine seems to give immunity- just does not add up.', 'Boris is self isolating after having Covid, but now a vaccine seems to give immunity- just does not add up.']",0,0,0,0,0,0,0,0,0,1,0,0
"['Germany is investigating the deaths of 10 people who were linked to a Pfizer vaccine.', 'Germany is looking into the deaths of 10 people who were linked to a Pfizer vaccine.', 'Germany is investigating the deaths of 10 people who were linked to the Pfizer vaccine.', 'Germany is looking into the deaths of 10 people who were linked to a vaccine.']",0,0,0,0,0,0,0,0,1,0,0,0
"['If I were to take the vaccine, I would go for the Russian one because it has the best name.', 'If I was going to take the vaccine, I would go for the Russian one because it has the best name.', 'If I were to take the vaccine, I would go for the Russian one, because it has the best name.', 'If I was going to take the vaccine, I would go for the Russian one because it has the best name, SPUTNIK five.']",0,0,0,0,0,0,0,0,0,0,0,1
"[""Spanish media reported that 46 residents in a Spanish nursing home died by the end of the month after receiving their first dose of Pfizer-BioNTech's fast-tracked vaccine against COVID-19."", ""Spanish media reported that 46 residents of a Spanish nursing home died by the end of the month after receiving their first dose of Pfizer-BioNTech's fast-tracked vaccine against COVID-19."", ""Spanish media reported that 46 residents in a Spanish nursing home died by the end of the month, after receiving their first dose of Pfizer-BioNTech's fast-tracked vaccine against COVID-19."", ""Spanish media reported that 46 residents of a Spanish nursing home died by the end of the month, after receiving their first dose of Pfizer-BioNTech's fast-tracked vaccine against COVID-19.""]",0,0,0,0,0,0,0,0,1,0,0,0
"[""Medics should be on hand for Johnson & Johnson vaccine because it's a desperate money spinner."", ""We should have medics on hand for Johnson & Johnson vaccine because it's a desperate money spinner."", ""Medics should be on hand for Johnson & Johnson vaccine after it's administered."", ""Medics should be on hand for Johnson & Johnson vaccine because it's more of a money spinner.""]",0,0,1,0,0,0,0,0,0,0,0,0
"['The German media says that the vaccine is based on traditional technology.', 'German media says that the vaccine is based on traditional technology.', ""German media says that the vaccine is based on 'traditional technology'."", 'German media says that the vaccine is based on traditional technology, which is funny.']",0,0,1,0,0,0,0,0,0,0,0,0
"['If you ask why billy gates has given so much to the UK health/media/political establishment, you may have an answer.', 'If you ask why billy gates has given so much to the UK health/media/ political establishment, you may have an answer.', 'If you want to know why billy gates has given so much to the UK health/media/political establishment, you should ask.', 'If you want to know why billy gates has given so much to the UK health/media/political establishment, then you should ask.']",0,0,1,0,0,0,0,0,0,0,0,0
"['Birth control pills are more dangerous than the vaccine, but no one pays attention.', 'Birth control pills are more dangerous than the vaccine, so no one pays attention.', ""Birth control pills are more dangerous than the vaccine, but that's a woman's problem."", ""Birth control pills are more dangerous than the vaccine, but that is a woman's problem.""]",0,0,0,0,0,0,0,0,1,0,0,0
"[""There's more since flu vaccine development uses different cell lines."", ""There's more, since the flu vaccine uses different cell lines."", ""There's more since flu vaccine development uses different cell lines and all those species carry coronaviruses."", 'The flu vaccine development uses different cell lines and all those species carry coronaviruses.']",0,0,0,0,0,0,0,1,0,0,0,0
"['Will the government publish the number of deaths caused by the vaccine?', 'We can compare the number of vaccine deaths to the number of cancer deaths by publishing the number of vaccine deaths.', 'We can compare the number of vaccine deaths to the number of carbon dioxide deaths.', 'Will the government publish the number of deaths from the vaccine?']",0,0,0,0,0,0,0,0,1,0,0,0
"['I want to see Boris Johnson take the vaccine.', 'I want to see politicians take the vaccine.', 'I want to see the politicians take the vaccine.', 'I want to see Boris Johnson take the vaccine on TV.']",0,0,0,0,1,0,0,0,0,0,0,0
"[""There are people in the UK who had an allergic reaction to the Pfizer's vaccine."", ""There are people in the UK who had an allergic reaction to Pfizer's vaccine."", ""Two people in the UK had an allergic reaction to the Pfizer's vaccine."", ""People in the UK had an allergic reaction to the Pfizer's vaccine.""]",0,0,0,0,0,0,0,0,1,0,0,0
"['The sars/covid vaccine from 2004 should be explained.', 'Please explain the sars/covid vaccine from 2004 and the later findings.', 'Please explain the sars/covid vaccine from 2004, and the later findings.', 'Please explain the sars/covid vaccine from 2004 and the later findings ofliver issues.']",0,0,0,0,0,0,0,0,1,0,0,0
"['Japan has suspended the Moderna batches after black particles were discovered.', 'Japan has suspended the Moderna batches after black particles were found in some of them.', 'Japan has suspended the Moderna batches after black particles were discovered in some of them.', 'Japan has suspended the Moderna batches after black particles were found.']",0,0,0,0,0,0,0,1,0,0,0,0
"['When you have a vaccine, everyone will be exposed to the sars2covid1,9 because it is already happening in front of your eyes, what are you going to do?', 'When you have a vaccine, everyone will be exposed to the sars2covid1,9 which is already happening in front of your eyes, what are you going to do?', 'When you have a vaccine, everyone will be exposed to the sars2covid1,9 because it is already happening in front of your eyes, what do you do?', 'When you have a vaccine, everyone will be exposed to the sars2covid1,9 because it is already happening in front of your eyes.']",0,0,0,0,0,0,0,0,1,0,0,0
"['When more than 90% vaccine is available, who will use 50% effective vaccine?', 'When more than 90 percent vaccine is available, who will use 50% effective vaccine?', 'When more than 85% vaccine is available, who will use 50% effective vaccine?', 'When more than 80% vaccine is available, who will use 50% effective vaccine?']",0,0,0,0,0,0,0,0,0,1,0,0
"['Is curevac working on a second generation vaccine that will be dosed stronger and work better on variant?', 'Is curevac working on a second generation vaccine that will be dosed stronger and also work better on variant?', 'Is curevac working on a vaccine that will be dosed stronger and work better on variant?', 'Is curevac working on a second generation vaccine that will be dosed stronger, and also work better on variant?']",0,0,0,0,0,0,0,0,0,1,0,0
"['Rescue medicines were once used to cure people who got sick from diseases.', 'Rescue medicines were used to cure people who got sick from diseases.', 'Rescue medicines were used to cure those who got sick from diseases.', 'Rescue medicines were used to cure those who got sick when they wereinfecting people to test vaccines.']",0,0,0,0,0,0,0,0,1,0,0,0
"['People were warned not to exercise after getting Pfizer Covid jab.', 'People were warned not to exercise after getting a Pfizer Covid jab.', 'People were warned not to exercise after getting the Pfizer Covid jab.', 'People were warned not to exercise after getting Pfizer Covid jabs.']",0,0,0,0,0,0,0,0,1,0,0,0
"['The Russians tried to steal our vaccine data.', 'The Russians tried to steal our vaccine data, so any vaccine that rushed for Trumps was a fake.', 'The Russians tried to steal vaccine data, so any vaccine that rushed for Trumps was a fake.', 'The Russians tried to steal vaccine data.']",0,0,0,0,1,0,1,0,0,0,0,0
"['We spent a lot of money in elections.', 'We spent a lot of money on elections.', 'We spent 50000 dollars in elections.', 'We spent 50000 dollars on elections.']",0,0,0,0,1,0,0,0,0,0,0,0
"[""If this is how it's going to be, then they can stick their needles where the sun doesn't shine, if you disagree with this assault on our basic freedoms."", ""If this is how it's going to be, then they can stick their needles where the sun doesn't shine, if you disagree with that."", ""If this is how it's going to be, then they can stick their needles where the sun doesn't shine if you don't agree with them."", ""If this is how it's going to be, then they can stick their needles where the sun doesn't shine, if you don't agree with it.""]",0,1,0,0,0,0,0,0,0,0,0,0
"[""A vaccine that doesn't prevent covid infections, doesn't prevent transmission, and might diminish severity of the symptoms most of us never experience is a Pfizer rap sheet."", ""A vaccine that doesn't prevent covid infections, doesn't prevent transmission, and might diminish severity of the symptoms most of us never experience is a Pfizer rap sheet!"", ""A vaccine that doesn't prevent covid infections, doesn't prevent transmission, and might diminish severity of the symptoms most of us never experience, is a Pfizer rap sheet!"", ""A vaccine that doesn't prevent covid infections, doesn't prevent transmission, and might diminish severity of the symptoms most of us never experience, is a Pfizer rap sheet.""]",0,0,0,0,0,0,0,0,0,1,0,0
"[""I won't get a booster because I know my immune system will adapt to new strains."", ""I won't get a booster because I know my immune system is already primed for new versions."", ""I won't get a booster because I know my immune system is already primed, and will adapt to new variants."", ""I won't get a booster because I know my immune system is already primed, and I will adapt to new variants.""]",1,0,1,0,0,0,0,0,0,0,0,0
"[""I was joking that if the true is working there is cool but that doesn't mean the products are good, maybe they need to make again the pool after Moderna make their employees take their vaccine!"", ""I was joking that if the true is working there is cool, but that doesn't mean the products are good, maybe they need to make again the pool after Moderna make their employees take their vaccine!"", ""I was joking that if the true is working there is cool but that doesn't mean the products are good, maybe they need to make again the pool after Moderna make their employees take their vaccine."", ""I was joking that if the true is working there is cool but that doesn't mean the products are good, maybe they need to make another pool after Moderna make their employees take their vaccine!""]",0,0,1,0,0,0,0,0,0,0,0,0
"['Cramer is defending his friends at GileadSciences for their misleading vaccine results.', 'How many times have we heard about the misleading vaccine results? Cramer has to keep his trust propped up.', 'How many times have we heard about the misleading vaccine results?', 'Cramer is defending his friends over at GileadSciences for their misleading vaccine results.']",0,0,0,0,0,0,1,0,0,0,0,0
"['There is only one reason for a person to wear a mask.', 'There is only one reason for a person to wear a mask if they have a vaccine.', 'There is only one reason for a person to wear a mask if they have been shot.', 'There is only one reason for a person to wear a mask if they are a vaccine patient.']",0,0,0,0,0,0,0,0,0,0,0,1
"[""If the vaccine protects less than 60% in those under 55, I won't bother taking it."", ""If the vaccine protects less than 60% in those under 55, I won't take it."", ""If the vaccine protects less than 60% in those under 55, I won't even bother to take it."", 'If the vaccine protects less than 60% in those under 55, I will not take it.']",0,0,0,0,0,0,0,0,0,1,0,0
"[""Big pharma like Moderna should testify about who is controlling doctors' opinions."", ""Moderna should testify about who is controlling doctors' opinions."", ""Big pharma like Moderna should testify about who is controlling doctors' opinions and why."", ""Big pharma like Moderna should testify about who is controlling doctors' opinions and how they make decisions.""]",0,0,1,0,0,0,0,0,0,0,0,0
"['I had a reaction to the vaccine and it feels like I have the flu.', 'I had a reaction to the vaccine and it feels like my body is healing from the flu.', 'I had a reaction to the vaccine and it feels like my body is recovering from the flu.', ""I had a reaction to the vaccine and it feels like I've got the flu.""]",0,0,0,0,0,0,0,0,1,0,0,0
"[""I heard that Johnson and Johnson came up with a vaccine that doesn't have to be kept and I am terrified."", ""I heard that Johnson and Johnson came up with a vaccine that doesn't need to be kept and I am terrified."", ""I heard that Johnson and Johnson came up with a vaccine that doesn't have to be kept and I'm scared."", ""I heard that Johnson and Johnson came up with a vaccine that doesn't have to be kept and I'm terrified.""]",0,0,0,0,0,0,0,0,0,0,0,1
"['I heard that most of the cases were people who got flu shots.', 'I heard from the first person that most of the cases were people who got flu shots.', 'I heard from the first person that most of the cases were people that got flu shots.', 'I heard that people who got flu shots were the ones who had the most cases.']",1,0,0,0,0,0,0,0,0,0,0,0
"['You are right to take legal action regarding the change in the application of the Pfizer vaccine.', 'Good morning mam, you are right to take legal action regarding the change in the application of the Pfizer vaccine.', 'Good morning mam, you are right to take legal action regarding the change in the application of the Pfizer vaccine, it is unethical to give a vaccine in the wrong way.', ""Good morning mam, you are right to take legal action regarding the change in the application of the Pfizer vaccine, it's unethical to give a vaccine in the wrong way.""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""If Pfizer's vaccine doesn't work, the diversity program will become a nightmare for participants."", ""If Pfizer's vaccine doesn't work, the diversity program will become a nightmare for the participants."", ""If Pfizer's vaccine doesn't work, the program will become a nightmare for participants."", ""If Pfizer's vaccine doesn't work, their Phase 1 'diversity' program will become a nightmare for participants.""]",0,0,0,0,0,0,0,0,0,1,0,0
